string,string,string,string,string,string,string
id,author_id,title,content,yunlv_rule,author,dynasty
246438,9496,疇甫叔挽詩  其二,撰屨西山路，尋春得重陪。|那知分手去，不作轉頭來。|寂寂雙溪雪，依依半樹梅。|經行陳迹在，橫涕濕蒼苔。,仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,洪咨夔,S
246439,9496,夢中和人梅詩山礬韵  其一,溪路槎牙木葉乾，角聲吹動五更寒。|疎疎梅蘂疎疎雪，一段生綃不用礬。,平仄平平仄仄平，仄平仄仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246440,9496,夢中和人梅詩山礬韵  其二,竹外橫梢半欲乾，透香肌骨不勝寒。|定知天上梅花腦，不比人間柳絮礬。,仄仄平平仄仄平，仄平平仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246441,9496,聞山陽夏全之變,洮湟私牘舊開邊，淮楚依然樣子傳。|抱虎寢蛟心不保，護疽諱蠱禍相挻。|河流三舍盡人血，城闔四門無竈烟。|昨夜洗兵盈尺雪，華夷齊賀太平年。,平平平仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。|平平仄仄仄平仄，平仄仄平平仄平。|仄仄仄平平仄仄，平平平仄仄平平。,洪咨夔,S
246442,9496,丁亥歲朝把筆,雞喚璇杓一夜東，長天紺碧靜無風。|年華老子懽娛裏，春事兒曹翰墨中。|脫雪薺芽盤飣綠，晞陽椒蕾酒行紅。|赭袍親上慈明冊，正想千官會漢宮。,平仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。|仄仄平平平仄仄，平平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246443,9496,三日兄弟侍老人展墓歸和尊韵,雲淡風柔霽色輕，瀧岡阡上氣和明。|莫思舊日遨頭出，且試新年便面行。|飽飯即爲君子泰，濁醪不失聖人清。|一翁二季春無盡，更願諸孫向老成。,平仄平平仄仄平，平平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246444,9496,次韵梅影,白玉堂前絕世容，水晶簾薄透重重。|非僊非鬼樹明滅，似夢似真花淡濃。|襪照晴波添縹緲，佩摇寒月欠,仄仄平平仄仄平，仄平平仄仄平平。|平平平仄仄平仄，仄仄仄平平仄平。|仄仄平平平仄仄，仄平平仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246445,9496,春雪,甲子乾飛雨，元宵濕隕星。|風柔行陣陣，月淡下亭亭。|木筆侵凌碧，來牟掩映青。|東皇收拾急，暖漲赴滄溟。,仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,洪咨夔,S
246446,9496,招隠三章贈李洋  其一,雲氣歛兮天目之顛，濤江綫橫兮海門濺濺。|扶桑子半兮陽烏翩，可俯而掬兮嚥以天井無聲之泉。|子其隠乎，吾與子兮拾荃。,平仄仄平平仄平平，平平仄○平仄平仄仄。|平平仄仄平平平平，仄仄平仄平仄仄平仄平平平平。|仄○仄平，平仄仄平仄平。,洪咨夔,S
246447,9496,招隠三章贈李洋  其二,雲氯冒兮天目之趾，疊湫噴薄兮洞石齒齒。|列缺正晝兮睡蛟起，可仰而擾兮浴以天河倒流之水。|子其隠乎，吾與子兮采芷。,平？仄平平仄平仄，仄○○仄平仄仄仄仄。|仄仄○仄平仄平仄，仄仄平仄平仄仄平平仄平平仄。|仄○仄平，平仄仄平仄仄。,洪咨夔,S
246448,9496,招隠三章贈李洋  其三,雲氣吐吞兮天目之腹，乳潭沉沉兮鴨潭煜煜。|徐伍朝往而暮來兮雙碧鹿，可挽而舞兮侑以天風步虛之曲。|子其隠乎，吾與子兮蒔菊。,平仄仄平平平仄平仄，仄平平平平仄平仄仄。|平仄平仄平仄平平平仄仄，仄仄平仄平仄仄平平仄平平仄。|仄○仄平，平仄仄平仄仄。,洪咨夔,S
246449,9496,次韵遊龍門十絕  其一,若木扶桑莫苦攀，芙蓉薜荔不妨閑。|封三萬戶煙雲裏，化百千身水石間。,仄仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246450,9496,次韵遊龍門十絕  其二,欲訪天池水發源，倒騎北斗挾飛僊。|高低八節灘頭路，俛仰三生石上緣。,仄仄平平仄仄平，仄平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246451,9496,次韵遊龍門十絕  其三,拍手東風喚白猿，劃開元蓋洞天門。|可能路指虛無去，兩脚須留點地跟。,仄仄平平仄仄平，仄平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246452,9496,次韵遊龍門十絕  其四,蒼崖斗立兩扉開，行雨龍歸尚殷雷。|嫋嫋天風瑶草碧，神清依舊鎖樓臺。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，平平平仄仄平平。,洪咨夔,S
246453,9496,次韵遊龍門十絕  其五,武陵溪上迷津處，衡嶽峰頭失道時。|珍重牧兒相指似，隔林招手不吾欺。,仄平平仄平平仄，平仄平平仄仄平。|平仄仄平平仄仄，仄平平仄仄平平。,洪咨夔,S
246454,9496,次韵遊龍門十絕  其六,飛泉濺雪林華濕，盤石生雲古蘚乾。|早著些詞招隠去，泰山有賊膾人肝。,平平仄仄平平仄，平仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246455,9496,次韵遊龍門十絕  其七,稻花秋晚蟹洗手，薺菜春初餳膠牙。|築底空山誰辦此，留君只有石邊茶。,仄平平仄仄仄仄，仄仄平平平仄平。|仄仄平平平仄仄，平平仄仄仄平平。,洪咨夔,S
246456,9496,次韵遊龍門十絕  其八,不提長劍斬江蛟，便揭脩竿釣海鰲。|縱老無成猶自許，一溪流水兩山桃。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。,洪咨夔,S
246457,9496,次韵遊龍門十絕  其九,不知我者謂何哉，布襪青鞋日日催。|長嘯一聲啼鳥外，朵頤有象著山雷。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246458,9496,次韵遊龍門十絕  其一○,平明出去日斜回，小立巖花澗草隈。|光景留連非我事，此心曾點漆雕開。,平平仄仄仄平平，仄仄平平仄仄平。|平仄平平平仄仄，仄平平仄仄平平。,洪咨夔,S
246459,9496,挽阮開之,窮達皆歸命，虧成不掛心。|醉餘便腹睡，棋罷掉頭吟。|孔雀門闌舊，驪駒院落深。|可堪重剝啄，寂寂杏花陰。,平仄平平仄，平平仄仄平。|仄平仄仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。,洪咨夔,S
246460,9496,柳,天機日與物華新，嫵綠柔黄觸撥人。|精采只消些子雨，腰肢無着許多春。|興亡螢苑迷樓夢，榮辱孤山麯院塵。|醒眼年來渾看破，萬緣分定不須顰。,平平仄仄仄平平，仄仄平平仄仄平。|平仄仄平平仄仄，平平平仄仄平平。|平平平仄平平仄，平仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246461,9496,杏,萬山築底作春妍，一樹繁紅直幾錢。|深院日長來燕後，平池水暖浴鵝天。|弦歌禮樂詩書地，榜帖功名富貴天。|兒輩對花須自勉，莫教空惱少陵顛。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|平仄仄平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246462,9496,柳用前韵,菀彼烟絲一樣新，依然面目我陳人。|只疑大造元無物，豈料深山亦有春。|盡日三眠渾得意，隨風萬舞不驚塵。|長長短短亭前路，肯與渠儂管笑顰。,仄仄平平仄仄平，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246463,9496,上巳呈子有,隔水梨花豪放盡，安排鼠耳到庭槐。|十分春事杜門過，百色老懷中酒來。|聞麗人行頭輒掉，見蘭亭帖眼還開。|碧衫玉唾酴醿晚，更倩詩翁着句催。,仄仄平平平仄仄，平平仄仄仄平平。|仄平平仄仄平仄，仄仄仄平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246464,9496,顔延年三月三日率爾成詩前詩重韵太率可笑,過盡風波灧澦堆，一閑無夢到宮槐。|迎頭寒食清明近，入手櫻桃芍藥來。|率爾成詩聊意達，快然自足亦顔開。|期君曲水芳林序，花裏傳宣火急催。,仄仄平平仄仄平，仄平平仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。,洪咨夔,S
246465,9496,百舌,飛上三足烏，喚起百舌鳥。|鼓弄林杪春，瀾翻屋頭曉。|氣吞黄栗留，勢挾秦吉了。|向人售嘈雜，司物窘煎妙。|轉頭芳意歇，噤喙青陰悄。,平仄○仄平，仄仄仄仄仄。|仄仄平仄平，○平仄平仄。|仄平平仄○，仄仄平仄○。|仄平仄平仄，○仄仄○仄。|仄平平仄仄，仄仄平平仄。,洪咨夔,S
246466,9496,晚食,從來此腹負將軍，淡飯投虀現報身。|三月不曾知笋蕨，夢魂敢到水晶鱗。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246467,9496,次韵荼䕷  其一,瓔珞垂垂萼綠華，光明淡竚自成家。|枕幃醖藉風流足，甘放朝來被底衙。,平仄平平仄仄平，平平仄仄仄平平。|仄平仄仄平平仄，平仄平平仄仄平。,洪咨夔,S
246468,9496,次韵荼䕷  其二,愛春留得瓊英在，添竹扶將翠蔓高。|更着金沙相間種，主人四壁錦周遭。,仄平仄仄平平仄，平仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246469,9496,官採木,深山風雨幾百秋，直干雲漢大蔽牛。|輪囷離奇中尺度，一旦出應天家搜。|山摧浪壓斧斤下，橫亙十畝眠蒼虬。|白頭地主坐歎息，物囿於數吾何尤。|爲言此殆有天幸，如拔莘渭歸商周。|棟梁未央坐萬乘，柱石明堂朝諸侯。|老翁聞語囅然起致祝，切莫去作昭陽梳洗樓。,○平平仄仄仄平，仄平平仄仄仄平。|平○○平○仄仄，仄仄仄○平平平。|平平○仄仄○仄，○仄仄仄平○平。|仄平仄仄仄○仄，仄仄平仄平平平。|平平仄仄仄平仄，○仄平仄平平平。|仄平仄平仄仄○，仄仄平平平平平。|仄平○仄仄平仄仄仄，仄仄仄仄○平平仄平。,洪咨夔,S
246470,9496,楊花,舊雨人無半迹來，惺惺獨坐眼慵開。|却嫌飛絮猶多事，點破門前一徑苔。,仄仄平平仄仄平，平平仄仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246471,9496,春禽雜言,倉庚倉庚，集谷之苕。|謂汝也幽，而豈其喬。|勃鳩勃鳩，有安斯巢。|矜婦之功，不念鵲勞。|决决杜鵑，念歸何悲。|豈知汝歸，不如未歸。|翩翩玄鳥，羣雛相依。|羽毛浹矣，同乳異飛。|負陰抱陽，均此一氣。|孰使然哉，凄其永愾。,平平平平，仄仄平平。|仄仄仄平，平仄○平。|仄平仄平，仄平平平。|平仄平平，仄仄仄○。|仄仄仄平，仄平平平。|仄平仄平，仄○仄平。|平平平仄，平平○平。|仄平仄仄，平仄仄平。|仄平仄平，平仄仄仄。|仄仄平平，平○仄仄。,洪咨夔,S
246472,9496,次徐雲叟賦桃源無脚橋,經始西風八月秋，桃花春漲已無憂。|橫飛閣道虛空度，直放銀河自在流。|倚岸斜看疑是洞，循坡穩上認爲樓。|遍行吳蜀今纔識，却笑浮橋謾造舟。,平仄平平仄仄平，平平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246473,9496,次韵映山紅,燧人鑽榆出新烟，烟光濕雨山蒼然。|黄鸝怯寒噤未語，有喙三尺惟啼鵑。|血流染花不知數，赤霞爛熳橫丹天。|前山後山列錦障，上澗下澗敷金蓮。|海棠無香許流亞，石榴有豔疑姻連。|目光遠送空翠表，勝處正在繁芳邊。|七香寶車果安在，東風老去空華顛。,仄平仄平仄平平，平平仄仄平○平。|平平仄平仄仄仄，仄仄○仄平平平。|仄平仄平仄平仄，仄平仄仄○平平。|平平仄平仄仄仄，仄仄仄仄平平平。|仄平平平仄平仄，仄平仄仄平平平。|仄平仄仄○仄仄，○仄○仄平平平。|仄平仄平仄平仄，平平仄仄○平平。,洪咨夔,S
246474,9496,送監丞家同年守簡池三十韵,去年爲君來，明廷峙鸞鵠。|今年爲親歸，蠶市苦思蜀。|扶輿出脩門，萬里宛在目。|大江六月寒，風飽帆數幅。|金山如幽人，杜蘅繚荷屋。|采石如壯士，鐵騎明鋈續。|五老烟光開，九華雲氣矗。|如王公大人，冠冕而佩玉。|大孤狷介甚，赤壁清曠足。|黄鶴俠者流，雋放不容束。|英雄古荆州，霜月耿喬木。|寂寞三閭亭，風露落秋菊。|陽臺峰十二，森拱峽江曲。|高標聳赤松，絕槩凜孤竹。|或如漢汲黯，抗直敢掁觸。|又如唐真卿，峻絜不受辱。|瞿唐灧澦堆，一柱軋坤軸。|潰城睢陽孤，鉤黨林宗獨。|水石明邊酌，蘋蓼佳處宿。|寬作幾月程，迎面峨眉綠。|世道淡有味，人生平爲福。|江山無愧容，草木有餘馥。|試劍信雄拔，易簡更清沃。|虎蛇方橫道，有此廉平牧。|相如駟馬貴，長孺一翁禿。|明河隔黄姑，碧落杳飛鶩。|獨復即無妄，多識廼大畜。|歲晏以爲期，仁亦在乎熟。|木末老芙蓉，闌干深苜蓿。|郵籤莫厭婁，瑟僴尉淇奧。,仄平平平平，平○仄平仄。|平平平○平，平仄仄○仄。|平平仄平平，仄仄仄仄仄。|仄平仄仄平，平仄○仄仄。|平平○平平，仄平仄○仄。|仄仄○仄仄，仄○平仄仄。|仄仄平平平，仄平平仄仄。|○○平仄平，○仄平仄仄。|仄平仄仄仄，仄仄平仄仄。|平仄仄仄平，仄仄仄平仄。|平平仄平平，平仄仄平仄。|仄仄○平平，平仄仄平仄。|平平平仄仄，平仄仄平仄。|平○仄仄平，仄仄仄平仄。|仄○仄仄仄，仄仄仄平仄。|仄○平平平，仄仄仄仄仄。|○平仄仄平，仄仄仄平仄。|仄平○平平，平仄平平仄。|仄仄平平仄，平仄平仄仄。|平仄仄仄平，○仄平平仄。|仄仄仄仄仄，平平平平仄。|平平平仄平，仄仄仄平仄。|仄仄仄平仄，仄仄○平仄。|仄平平○仄，仄仄平平仄。|○○仄仄仄，○仄仄平仄。|平平仄平平，仄仄仄平仄。|仄仄仄平仄，平仄？仄仄。|仄仄仄平○，平仄仄平仄。|仄仄仄平平，平平○仄仄。|平平仄仄平，仄仄仄平仄。,洪咨夔,S
246475,9496,浮玉道士琴,老蟾亭午潭澄陰，雄虬怒吼雌虬吟。|空巖納息耳應心，寫之以神寓之音。|大音激越風振林，細音窈眇雲起岑。|天機不動天和深，非虧非成非古今。|博山一點蓬萊沉。,仄平平仄平平平，平平仄仄平平○。|○平仄仄仄○平，仄平仄平仄平平。|仄平仄仄平仄平，仄平仄仄平仄平。|平平仄仄平○○，平平平平平仄平。|仄平仄仄平平平。,洪咨夔,S
246476,9496,山中吟,蘂珠閑居兮作七言，琴心三疊兮舞胎僊。|呼吸日月下上雲烟兮，回紫抱黄入丹田。|一面宗泥丸，六府主丹元。|七蕤應兩扉，九微徹三關。|明堂閟虎章，玄闕森龍幡。|素衣翠重裏朱带，綠華裙上有黄裳。|子丹兮常在兩眉端。|欲求泥丸滿，直須丹元存。|靈臺貯清明，太極涵肧腪。|升坎降離凝正一而融三五兮，付之靈堅童子玉池太和官。|重樓十二環兮蘭玕，朱鳥白石源兮潺湲。|專閉御景而握固兮，嗽咽金液溉靈根。|胎津溢而琅英飽兮，積精累氣而成真。|高研恬淡兮道之園，物物不干兮泰而平。|身披鳳衣銜虎符兮，控駕三素躡飛霞而升廣寒。|東西兩目兮倚天，木陰陰兮泉涓涓。|一唱三歎兮玄鶴下其蹁躚，八景二十四真兮吾亦不知其然而然。,仄平平平平仄仄平，平平○仄平仄平平。|平仄仄仄仄仄平平平，○仄仄平仄平平。|仄仄平○平，仄仄仄平平。|仄平○仄平，仄平仄○平。|平平仄仄平，平仄平平平。|仄○仄○仄平仄，仄平平仄仄平平。|仄平平平仄仄平平。|仄平○平仄，仄平平平平。|平平仄平平，仄仄平平平。|平仄○○○○仄平平○仄平，仄平平平平仄仄平仄○平。|○平仄仄平平平平，平仄仄仄平平平平。|平仄仄仄平仄仄平，仄仄平仄仄平平。|平平仄平平平仄平，仄平仄仄平平平。|平平平仄平仄平平，仄仄仄平平仄平平。|平平仄○平仄平平，仄仄○仄仄平平平平仄平。|平平仄仄平仄平，仄平平平平平平。|仄仄○○平平仄仄○？平，仄仄仄仄仄平平平仄仄平○平平平。,洪咨夔,S
