string,string,string,string,string,string,string
id,author_id,title,content,yunlv_rule,author,dynasty
249995,9573,過崇德,野塍泉自注，斷岸柳空存。|雨霽雲開塔，船過犬吠門。|柴扉斜着水，草逕別通村。|翻羨田家樂，盈盈老瓦盆。,仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。,葉紹翁,S
249996,9573,鷺,無事時來立葑田，幾回驚去爲歸船。|霜姿不特他人愛，照影滄波亦自憐。,平仄平平仄仄平，仄平平仄平平平。|平平仄仄平平仄，仄仄平平仄仄平。,葉紹翁,S
249997,9573,詠先牌,相隨萬里途，汝豈被名驅。|掛壁疑何用，辭家不可無。|店翁先洒掃，津吏認稱呼。|舉子無錢刻，惟將□紙糊。,平平仄仄平，仄仄仄平平。|仄仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。,葉紹翁,S
249998,9573,舟次崇德,倦身只合卧家林，客裏消磨感慨心。|水國逢春梅未見，山城到午霧猶深。|地名不記維舟問，酒味曾諳入巷尋。|泛宅浮家何日了，莊頭栽竹已成陰。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。,葉紹翁,S
249999,9573,發長安堰,夏老蟲聲切，晨興草氣香。|買瓜依綠樹，出水,仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。,葉紹翁,S
250000,9573,苔錢,家貧地上却錢流，朽貫年深不可收。|若使用之堪買爵，等閑門巷亦封侯。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,葉紹翁,S
250001,9573,漢武帝,殿號長秋花寂寂，臺名思子草茫茫。|尚無人世團圞樂，枉認蓬萊作帝鄉。,仄仄平平平仄仄，平平仄仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,葉紹翁,S
250002,9573,大滌山,倦身祇欲卧林丘，羽客知心解款留。|泉溜涓涓中夜雨，天風凜凜四時秋。|虎巖月澹迷仙路，龍洞雲深透別州。|九鎖青山元不鎖，碧桃開後更來游。,仄平平仄仄平平，仄仄平平仄仄平。|平仄平平平仄仄，平平仄仄仄平平。|仄平仄仄平平仄，平仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。,葉紹翁,S
250003,9573,宜對亭,講罷閑來立矮闌，袈裟衣薄翠光寒。|請師莫起雲屏想，只作當年面壁看。,仄仄平平仄仄平，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,葉紹翁,S
250004,9573,貓圖,醉薄荷，撲蟬蛾。|主人家，奈鼠何。,仄仄○，仄平平。|仄平平，仄仄平。,葉紹翁,S
250005,9573,贊洞賓像,撚吟髭，劍在前。|心中月，天上圓。,仄○平，仄仄平。|平○仄，平仄平。,葉紹翁,S
250006,9573,賞梅,梅花宜雪猶宜月，水畔山邊更自奇。|十四字傳和靖後，又傳君際五言詩。,平平平仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,葉紹翁,S
250007,9574,次韻胡少瀹題梁王山蟠松詩,長松上捎日月宮，昂霄聳壑材甚雄。|不肯甘心卧雲巘，有時見夢十八公。|汗顔血指，那知大匠自有體。|斬伐丁丁，朝夕聒人幽耳聾。|豈如吾鄉華頂一峰八萬四千丈，下蟠夭夭矯矯奇奇怪怪之蒼松。|樛枝半壓魯隠九年之大雪，雅韻曾和虞氏五絃之薰風。|八千靈椿三千桃實幾番見，何況籬下黄菊江頭赤葉楓。|蕭梁劫火燒不死，坐閲五季鹿走天下人亡弓。|世人欲識吾家所擾真龍種，請看春雷發蟄霧滃霱雲從。|礧砢蹙縮輪囷擁腫可挫不可辱，堅剛正獨盤薄偃蹇受命不受封。|無用之用不器之器振古成自晚，天台道人何苦汲汲圖象寄涪翁。|搜腸鏤腎狀出怪松贊，反言挺而茂者肥瘠貴得中。|吁嗟九原相如不可作，飄飄詞賦誰摩穹。|閬風逸民自愧才力薄，北斗以南惟有四朝之老農。,○平仄平仄仄平，平平仄仄平仄平。|仄仄平平仄平仄，仄平仄仄仄仄平。|仄平仄仄，仄平仄仄仄仄仄。|仄仄平平，平仄仄平平仄平。|仄○平平平仄仄平仄仄仄平仄，仄平○○仄仄平平仄仄平○平。|平平仄仄仄仄仄平平仄仄，仄仄平○平仄仄平平平平。|仄平平平○平平仄仄平仄，平仄平仄平仄平平仄仄平。|平平仄仄○仄仄，仄仄仄仄仄仄平仄平平平。|仄平仄仄平平仄仄平平仄，仄○平平仄仄仄仄？平○。|仄仄仄仄平○仄仄仄仄仄仄仄，平平○仄平仄仄○仄仄仄仄○。|平仄平仄仄仄平仄仄仄平仄仄，平平仄平平仄仄仄平仄仄平平。|平平○仄仄仄仄平仄，仄平仄平仄仄平仄仄仄○。|平平仄平○○仄仄仄，平平平仄平平平。|仄平仄平仄仄平仄仄，仄仄仄平平仄仄平平仄平。,劉倓,S
250008,9574,蓬島山,軋軋筍輿過翠微，路經蓬島鎖雲霏。|雨從半嶺巖窩出，雲在行人脚下飛。,仄仄仄平仄仄平，仄平平仄仄平平。|仄平仄仄平平仄，平仄平平仄仄平。,劉倓,S
250009,9574,繭桼花,清晨步上金雞嶺，極目漫山繭桼花。|雪蕊瓊絲亦堪賞，樵童蠶婦伐歸家。,平平仄仄平平仄，仄仄仄平仄仄平。|仄仄平平仄平仄，平平平仄仄平平。,劉倓,S
250010,9574,小玉蕊花  其一,蔌蔌碎金英，絲絲鏤玉莖。|步摇釵朵見，老眼爲增明。,仄仄仄平平，平平仄仄平。|仄平平仄仄，仄仄平平平。,劉倓,S
250011,9574,小玉蕊花  其二,山礬紛似玉，黄蘗碎如金。|二美傳春晚，同心契爾音。,平平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。,劉倓,S
250012,9574,登石臺山與胡融李揆王度周仲卿聯句,無正文。,平○平。,劉倓,S
250013,9574,尊勝院,海角尋春雪未消，馬蹄無處避瓊瑶。|己公屋下論文酒，爐火篝燈伴寂寥。,仄仄平平仄仄平，仄平平仄仄平平。|仄平仄仄平平仄，平仄平平仄仄平。,劉倓,S
250014,9574,隠秀亭,一重一崦一岧嶢，隠秀寒光次第高。|借得筍輿如小艇，晚風千里泛清濤。,仄平仄平仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,劉倓,S
250015,9574,橫山  其一,桐林老子俗情無，覽勝探奇不覺晡。|幸爾清溪好明月，如行四十里冰壺。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄平平仄平仄，平平仄仄仄平平。,劉倓,S
250016,9574,橫山  其二,一溪徑險僕夫劬，三酌油油醉筍輿。|隔岸火焱三四點，不知誰照夜灘魚。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄仄仄平仄仄，仄平平仄仄平平。,劉倓,S
250017,9574,橫山  其三,五更一霎清明雨，曉霧梨花夢白雲。|半嶺肩輿猶兀兀，一杯卯酒尚曛曛。,仄平仄仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。,劉倓,S
250018,9574,橫山  其四,大小萬竹望不見，上下牢巖過若飛。|紅綴舞衣山躑躅，白裁玉版野薔薇。,仄仄仄仄仄仄仄，仄仄平平○仄平。|平仄仄○平仄仄，仄○仄仄仄平平。,劉倓,S
250019,9574,橫山  其五,石鏡當年始發祥，皎如秋月弄寒光。|山川精彩無人識，付與樵夫敲斲傷。,仄仄平平仄仄平，仄平平仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。,劉倓,S
250020,9574,句  其一,江南春晚經行地，賸有唐昌玉蘂花。|露綺烟絺無限態，冰清玉潤自成葩。,平平平仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。,劉倓,S
250021,9574,句  其二,粗官差入黨侯帳，精品平收陸羽經。,平平平仄仄平仄，平仄平○仄仄平。,劉倓,S
250022,9575,嘉定元載浴佛日同胡彥德何經叔游玲瓏山次東坡先生韻,倚巖松古勢如龍，峭拔層峯翠入空。|九折湍泉珠散漫，遶蹊斜石玉玲瓏。|青環木杪山藏寺，碧擁亭高竹逗風。|策杖共尋坡句讀，登臨清賞興無窮。,仄平平仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，平平平仄仄平平。,黎民瑞,S
250023,9576,楊柳,絲絲煙雨弄輕柔，偏稱黄鸝與白鷗。|纔著一蟬嘶晚日，西風容易便成秋。,平平平仄仄平平，平仄平平仄仄平。|平仄仄平平仄仄，平平平仄仄平平。,宋自適,S
250024,9576,送謙父弟,日用功夫在細微，行逢碍處便須疑。|高言怕被空虛笑，闊步先防墮落時。,仄仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,宋自適,S
250025,9576,早行,西郊雲起白漫漫，近樹遥峯欲辨難。|山下幾多迷路者，人間方夢大槐安。,平平平仄仄仄仄，仄仄平平仄仄平。|平仄仄平平仄仄，平平平仄仄平平。,宋自適,S
250026,9576,贈胡季昭,凜凜廬陵一澹翁，飛揚復起振高風。|周無二叔聖何別，商有三仁道則同。|孤跡本如雲出岫，清名應比日行空。|翩翩雁影梅花外，雪片飛來酒對中。,仄仄平平仄仄平，平平仄仄仄平平。|平平仄仄仄平仄，平仄平平仄仄平。|平仄仄平平仄仄，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,宋自適,S
250027,9576,贈畫士陳兄,解衣盤礴任猜疑，神悟如狂又似癡。|學到却須堅自守，世間絕藝少人知。,仄平平仄平平平，平仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,宋自適,S
250028,9576,贈醫齒道人,病欺年去故相加，要害先攻兩輔車。|解后神工如掇拾，愧無樽酒對榴花。,仄平平仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。,宋自適,S
250029,9576,謝饋藥,投老如僧不出家，羸軀無奈病相加。|頭旋似倚當風柳，目眩如看隔霧花。|高束詩書參素問，盡拋琴劍學丹砂。|舊時載酒今懷藥，解識揚雄獨有巴。,平仄平平仄仄平，平平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|平仄平平平仄仄，仄平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,宋自適,S
250030,9576,詠猿,生長楩柟紫翠間，攀翻接手飲潺湲。|卧驚落葉霜華重，叫徹山空月影閑。|蹭蹬失身拘竹柵，飄蕭飛夢繞松關。|平生捷巧何由逞，縮臂無言看遠山。,平仄平平仄仄平，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，平平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,宋自適,S
250031,9576,句  其一,老去放令心膽健，後來留得姓名香。,仄仄仄仄平仄仄，仄平○仄仄平平。,宋自適,S
250032,9576,句  其二,陰陽消長風聞際，堂陛尊嚴山立時。,平平平○平○仄，平仄平平平仄平。,宋自適,S
250033,9576,句  其三,江湖多少盟鷗地，莫近平津閣畔行。,平平平仄○平仄，仄仄平平仄仄○。,宋自適,S
250034,9576,句  其四,三聖傳心惟主一，六經載道不言真。,○仄○平平仄仄，仄平仄仄仄平平。,宋自適,S
250035,9577,贈畫山水陳兄,眼前畫士蠶樣密，有如陳君萬纔一。|少年識高畫愈精，胸蟠物象妙通神。|描盡江山歸指點，寒林古嶂煙雲歛。|若懸瀑布飛潺湲，樵人向晚歸山巔。|幻出樓臺景一簇，松釵墮落鴻金屋。|苔封石徑綠茸茸，深藏古寺無聲鐘。|花落啼鳥四時好，綠陽繫馬迷芳草。|溪上桃花三月春，漁翁垂釣理絲綸。|夏日池亭避炎暑，荷花落岸香風度。|秋聲颯颯蘆葦寒，驚飛白鷺起前灘。|野梅冬杪香飄路，忽驚四面仝雲布。|展開一軸指顧間，始知妙畫歸毫端。|誰云不復見摩詰，陳君自得如神筆。|石臺一去不復來，陳君繼芳誠奇哉。|形容聊述歌一首，行看聲亞諸人右。,仄平仄仄平仄仄，仄○平平仄平仄。|仄平仄平仄仄平，平平仄仄仄平平。|平仄平平平仄仄，平平仄仄平平仄。|仄平仄仄平平平，平平仄仄平平平。|仄仄平平仄仄仄，平平○仄平平仄。|平○仄仄仄○○，○○仄仄平平平。|平仄平仄仄平仄，仄平仄仄平平仄。|平仄平平○仄平，平平平仄仄平平。|仄仄平平仄平仄，○平仄仄平平仄。|平平仄仄平仄平，平平仄仄仄平○。|仄平平仄平平仄，仄平仄仄平平仄。|仄平仄仄仄仄○，仄平仄仄平○平。|平平仄仄仄平仄，平平仄仄○平仄。|仄平仄仄仄仄平，平平仄平平平平。|平平平仄平仄仄，○○平仄平平仄。,曾有光,S
250036,9578,垂絲海棠,嫋嫋垂絲不自持，更禁日炙與風吹。|仙家見慣渾閑事，乞與人間看一枝。,仄仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,孫惟信,S
250037,9578,賦女冠還俗,疊却霞綃上醮衣，女童髽髻綠楊垂。|重調蛾黛爲眉淺，再試弓鞋與步遲。|紫府煙花鶑喚醒，僊房雲雨鶴通知。|簾低紅杏春風暖，清夢應曾見舊師。,仄仄平平仄仄平，仄平平仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，平平平仄仄平平。|平平平仄平平仄，平仄平平仄仄平。,孫惟信,S
250038,9578,禪寂之所有賣花聲出廊廡間清婉動耳,曲巷深房憶帝州，賣花庭宇最風流。|窗紗破曉斜開扇，簾繡籠陰半上鈎。|少日喜拈春在手，暮年羞戴雪盈頭。|泉南寺裹瀟瀟雨，婉婉一聲無限愁。,仄仄平平仄仄平，仄平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄仄平平仄平。,孫惟信,S
250039,9578,題載雪錄,詩字崢嶸照眼開，人隨塵劫挽難回。|清苕載雪流寒碧，老我扁舟獨自來。,平仄平平仄仄平，平平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,孫惟信,S
250040,9578,題崇壽院,未欲鞭龍上玉京，赤城來鍊八霞精。|松風浩蕩吹秋暑，偶到彌陀寺裏行。,仄仄平平仄仄平，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,孫惟信,S
250041,9578,秦村午炊,飯熟羹香客寐殘，秦村山水樹陰寒。|古今一樣邯鄲枕，覺後方纔做夢看。,仄仄平平仄仄平，平平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,孫惟信,S
250042,9578,深院,深院清明冷鳳簫，梨花寂寂雨瀟瀟。|秋千一架紅牆角，終日無人影自摇。,仄仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。,孫惟信,S
250043,9578,小院,小院無人竹簟鋪，晝眠難穩客心孤。|窗前嫌怕驚殘夢，自擲青梅打鷓鴣。,仄仄平平仄仄平，仄平仄仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。,孫惟信,S
250044,9578,玲瓏山,晉漢高人跡已陳，同君仙屐叩山靈。|澗懸白練流雲液，路夾蒼虬聳石屏。|鳥下老藤摇翠木，僧歸寒屋鑰秋扃。|蕭蕭落日聞笙鶴，滿耳天風聒醉醒。,仄仄平平仄仄平，平平平仄仄平平。|仄平仄仄平平仄，仄仄○平仄仄○。|仄仄仄平平仄仄，平平平仄仄平平。|平平仄仄○平仄，仄仄平平仄仄仄。,孫惟信,S
250045,9578,句,柳外細聽鶑燕語，聲聲似度鞠花新。,仄仄仄○平○仄，平平仄仄仄平平。,孫惟信,S
250046,9579,題載雪錄,亂雲連野水連空，祇有沙鷗共數公。|想得句成天亦喜，雪花迎櫂入吳中。,仄平平仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,蕭介父,S
250047,9580,題釣臺三賢堂,輟帆謁肖像，衣冠非漢儔。|翩翩掛佛幡，小櫝求香油。|庸衲資誑惑，良爲先生羞。|後來躋兩賢，幾與逆祠侔。|扁堂失本旨，貽誚何時休。|盍歸白而長，是正茲謬悠。,仄○仄仄仄，○○平仄平。|平平仄仄平，仄仄平平○。|平仄平仄仄，平平平平平。|仄平平仄平，仄仄仄平平。|○平仄仄仄，平仄平平平。|仄平仄平○，仄○平仄平。,謝采伯,S
250048,9580,句,歸來鄰里悉不記，未免驚呼問桑竹。,平平平仄仄仄仄，仄仄平平仄平仄。,謝采伯,S
250049,9581,馬城花窠,老子西城住，今踰十載期。|栽花成茂樹，種柳長高枝。|移接從渠巧，誇傳到處知。|擔頭挑賣去，一一是趨時。,仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,呂午,S
250050,9581,題仁義寺,寺以仁義名，當求仁義實。|祇在毫釐間，遂分儒與釋。|千載幾萬言，未能合爲一。|大笑出門去，莫問成陳迹。,仄仄平仄平，○平平仄仄。|平仄○平○，仄○平仄仄。|平仄仄仄平，仄平仄平仄。|仄仄仄平仄，仄仄平平仄。,呂午,S
250051,9581,開壽寺壁記,四顧雲山滿目前，却從此地得牛眠。|問君此計何爲早，且住人間五百年。,仄仄平平仄仄平，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,呂午,S
250052,9581,鳳凰臺,古臺曾說少年遊，彈指驚嗟歲月流。|山似三神浮碧海，城如一虎卧崇丘。|鳳凰去後遺陳迹，白鷺來時認舊洲。|但得風寒無罅隙，江河舉目不須愁。,仄平平仄仄平平，仄仄平平仄仄平。|平仄平平平仄仄，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。,呂午,S
250053,9581,大滌洞留題,武皇御宇好神仙，帝遣初開此洞天。|山轉九回藏紫府，澗縈百折走寒泉。|棲真飛鼠□當日，大滌神龍似昔年。|解與名山傳不朽，祇今惟有大蘇篇。,仄平仄仄仄平平，仄仄平平仄仄平。|平仄仄平平仄仄，仄平仄仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，平平平仄仄平平。,呂午,S
250054,9581,和岳王廟壁上韻,當年唯說岳家軍，紀律森嚴孰與鄰。|師過村村皆按堵，功成處處可鎸珉。|威名千古更無敵，詞翰數行俱絕塵。|擬取中原報明主，亦勞餘刃到黄巾。,平平仄仄仄平平，仄仄平平仄仄平。|平仄平平平仄仄，平平仄仄仄平平。|平平平仄平平仄，平仄仄平平仄平。|仄仄平平仄平仄，仄平平仄仄平平。,呂午,S
250055,9581,句  其一,杏城西城翁幽居。,仄平平平平平平。,呂午,S
250056,9581,句  其二,四時鷗鷺窺圖畫，千古魚龍聽管絃。,仄平平仄平平仄，平仄平平○仄平。,呂午,S
250057,9582,賦秋江圖,浪靜風平月正中，自摇柔艣駕孤篷。|若無三萬六千頃，把甚江湖著此翁。,仄仄平平仄仄平，仄平平仄仄平平。|仄平仄仄仄平仄，仄仄平平仄仄平。,張端義,S
250058,9582,挽周晉仙,策杖辭朋友，形骸已可憐。|無錢親藥裹，冒雨上歸船。|官竟生前棄，詩應死後傳。|空餘京洛月，愁照月臺邊。,仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。,張端義,S
250059,9582,句  其一,碧雲千里暮，紅葉十分秋。,仄平平仄仄，平仄仄○平。,張端義,S
250060,9582,句  其二,不因花退盡，必是夢殘時。,仄平平仄仄，仄仄仄平平。,張端義,S
250061,9583,題僦樓壁,朝看貝葉牢籠佛，夜禮星辰取奉天。|呼召歸來聞好語，初三初四亦欣然。,平平仄仄平平仄，仄仄平平仄仄平。|平仄平平平仄仄，平平平仄仄平平。,川官,S
250062,9584,呈安撫使趙端明,海沸江河水接連，居民衝蕩益憂煎。|投身直入龍宮去，要止驚濤浪拍天。,仄仄平平仄仄平，平平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,釋凈真,S
250063,9584,句,饑膚片玉明。,平平仄仄平。,釋凈真,S
250064,9542,偈頌六十五首  其一,春山疊亂青，春水漾虛碧。|大解脫門開，把手拽不入。,平平仄仄平，平仄仄平仄。|仄仄仄平平，仄仄仄仄仄。,釋普濟,S
250065,9542,偈頌六十五首  其二,大包虛空，細入無間。|突出當陽，如何履踐。,仄平平○，仄仄平○。|仄仄○平，○平仄仄。,釋普濟,S
250066,9542,偈頌六十五首  其三,十日雨，今日晴。|一則多年公案，明明舉似諸人。|若是覆盆之下，又爭怪得老僧。,仄仄仄，平仄平。|仄仄平平平仄，平平仄仄平平。|仄仄仄平平仄，仄平仄仄仄平。,釋普濟,S
250067,9542,偈頌六十五首  其四,翳盡還明極，家鄉萬八千。|懸崖重撒手，古劍髑髏前。,仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,釋普濟,S
250068,9542,偈頌六十五首  其五,禾山打皷，雪峰輥毬，妙勝不打箇般車裏油。|一雙窮相手，兩箇死柴頭。,平平仄仄，仄平仄平，仄○仄仄仄平平仄○。|仄平平○仄，仄仄仄○平。,釋普濟,S
250069,9542,偈頌六十五首  其六,浄法界身，馿腮馬面。|本無出沒，萬化千變。,仄仄仄平，平平仄仄。|仄平仄仄，仄仄平仄。,釋普濟,S
250070,9542,偈頌六十五首  其七,眼耳鼻舌身意，八萬四千法門，晝夜放光動地。|一翳在眼，空花亂墜。,仄仄仄仄平仄，仄仄仄平仄平，仄仄仄平仄仄。|仄仄仄仄，○平仄仄。,釋普濟,S
250071,9542,偈頌六十五首  其八,知之一字，衆禍之門。|殺人放火，活捉生擒。|不是今日樞要，亦非上古典刑。|與賊過梯了也，攻牆割壁何人。,平平仄仄，仄仄平平。|仄平仄仄，仄仄平平。|仄仄平仄平仄，仄平仄仄仄平。|仄仄○平○仄，平平仄仄平平。,釋普濟,S
250072,9542,偈頌六十五首  其九,有句無句，如藤倚樹，截鐵斬釘。|水不借路，樹倒藤枯。|西天胡子沒髭鬚，蹋殺楊歧三脚馿。,仄仄平仄，○平仄仄，仄仄仄○。|仄仄仄仄，仄仄平平。|平平平仄仄平平，仄仄平平○仄平。,釋普濟,S
250073,9542,偈頌六十五首  其一○,趁晴蓋了屋，乘時刈了禾。|輸納王租了，鼓腹唱謳歌。,仄平仄○仄，○平仄○平。|○仄○平○，仄仄仄平平。,釋普濟,S
250074,9542,偈頌六十五首  其一一,天晴日頭出，雨落階頭濕。|寶陀岩上人，猶自不條直。,平平仄平仄，仄仄平平仄。|仄平平仄平，○仄仄平仄。,釋普濟,S
250075,9542,偈頌六十五首  其一二,大火已西流，千山爽氣浮。|秋河鳴一鴈，砧杵擣離愁。,仄仄仄平平，平平仄仄平。|平平平仄仄，平仄仄平平。,釋普濟,S
250076,9542,偈頌六十五首  其一三,冬至前後，沙飛石走。|佛祖潜蹤，寸鐵在手。,平仄平仄，平平仄仄。|仄仄仄平，仄仄仄仄。,釋普濟,S
250077,9542,偈頌六十五首  其一四,圓通門戶開，湛然應一切。|星羅雲漢低，山嶽起空翠。|風雨雪霜寒，人驚雞犬吠。|正法明如來，依然在門外。,平平平仄平，仄平○仄仄。|平平平仄平，平仄仄○仄。|平仄仄平平，平平平仄仄。|○仄平○平，平平仄平仄。,釋普濟,S
250078,9542,偈頌六十五首  其一五,一隊衲僧來，一隊衲僧去。|打破睦州關，大地無寸土。,仄仄仄平平，仄仄仄平仄。|仄仄仄平平，仄仄平仄仄。,釋普濟,S
250079,9542,偈頌六十五首  其一六,去日炎威重，歸時秋半過。|林間坐磐石，不覺笑呵呵。|不笑仰山插鍬叉手，不笑地藏博飯栽田。|二勝米料人人有，笑他餓死飯籮邊。,仄仄平平○，平平平仄○。|平○仄平仄，仄仄仄平平。|仄仄仄平仄？平仄，仄仄仄○仄仄○平。|仄○仄仄平平仄，仄平仄仄仄平平。,釋普濟,S
250080,9542,偈頌六十五首  其一七,祖師不西來，少林有妙訣。|江南兩浙，春寒秋熱。|錯!佛法遍天下，談玄口不開。|這個是露柱，那個是香臺。|錯!直饒薦得分明，未免將錯就錯。,仄平仄平平，仄平仄仄仄。|平平仄仄，平平平仄。|仄？仄仄仄平仄，平平仄仄平。|？仄仄仄仄，仄仄仄平平。|仄？仄平仄仄○平，仄仄○仄仄仄。,釋普濟,S
250081,9542,偈頌六十五首  其一八,禁足護生脚跟下，乞命底紛紛紜紜。|克期取證平地上，埋沒人千千萬萬。,○仄仄平仄平仄，仄仄仄平平平平。|仄○仄仄平仄仄，平仄平平平仄仄。,釋普濟,S
250082,9542,偈頌六十五首  其一九,臘極嚴寒，凍破泥團。|不可默會，不可形言。|雞上樹，鴨下水，明朝更獻楚王看。,仄仄平平，仄仄○平。|仄仄仄仄，仄仄平平。|平仄仄，仄仄仄，平平○○仄○○。,釋普濟,S
250083,9542,偈頌六十五首  其二○,鷲嶺拈花，少林得髓。|病痛一般，脈息有異。|脈得著目前見鬼，脈不著死而不吊。,仄仄平平，仄平仄仄。|仄仄仄平，仄仄仄仄。|仄仄仄仄平仄仄，仄仄仄仄平仄仄。,釋普濟,S
250084,9542,偈頌六十五首  其二一,栽田博飯，詭計百出。|插鍬叉手，通身荆棘。|枷棒場中親不親，草窠交輥見當人。|誰是當人，放筯忘恩。,○平仄仄，仄仄仄仄。|仄？平仄，平平平仄。|平仄平○○仄○，仄平平仄仄○平。|平仄○平，仄仄仄平。,釋普濟,S
250085,9542,偈頌六十五首  其二二,擊鼓陞堂，不談世法。|冬至月頭，賣被買牛。|冬至月尾，賣牛買被。,仄仄平平，仄平仄仄。|平仄仄平，仄仄仄平。|平仄仄仄，仄平仄仄。,釋普濟,S
250086,9542,偈頌六十五首  其二三,經行及坐卧，常在於其中。|要識其中事，長汀江水東。,平平仄仄仄，平仄平平平。|仄仄平平仄，平平平仄平。,釋普濟,S
250087,9542,偈頌六十五首  其二四,同條不同條，心眼自相照。|翻覆論歲寒，不覺拍手笑。,平平仄平平，平仄仄○仄。|平仄○仄平，仄仄仄仄仄。,釋普濟,S
250088,9542,偈頌六十五首  其二五,綠樹陰濃夏日長，樓臺倒影入池塘。|水晶簾動微風起，滿架薔薇一院香。,仄仄平平仄仄平，平平仄仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,釋普濟,S
250089,9542,偈頌六十五首  其二六,砉碎明月珠，始爲家寶。|颺下鈯斧子，方是住山。|古策風高，天寬地闊。|別別，別峰妙轉風雷舌。,仄仄平仄平，仄平平仄。|○仄？仄仄，平仄仄平。|仄仄平平，平平仄仄。|仄仄，仄平仄仄平平仄。,釋普濟,S
250090,9542,偈頌六十五首  其二七,白鶴五通賢聖，瞥喜瞥嗔無定。|聞名不如見面，見面依然錯認。|從來與渠水米無交，年年今日，鉢盂安柄。|因甚如此，雞不喫穀，肫裏有病。,仄仄仄平平仄，仄仄仄平平仄。|○平仄○仄仄，仄仄平平仄仄。|○平仄平仄仄平平，平平平仄，仄平平仄。|平仄○仄，平仄仄仄，平仄仄仄。,釋普濟,S
250091,9542,偈頌六十五首  其二八,西來無意，遍天遍地。|玉兔東昇，金烏西墜。|老鼠齩牀頭，貓兒正憨睡。|莫教動著渠，動著便禍事。|二祖動著招禍上身，天寧今日開眼失利。,平平平仄，仄平仄仄。|仄仄平平，平平平仄。|仄仄仄平平，平平○平仄。|仄○仄仄平，仄仄仄仄仄。|仄仄仄仄平仄仄平，平平平仄平仄仄仄。,釋普濟,S
